popularity,followers,Danceability,Energy,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
66,2485937,0.795,0.668,-7.288,0,0.093,0.124,0,0.0739,0.372,92.029
66,544438,0.417,0.806,-5.339,0,0.16,0.0703,0.00637,0.0841,0.545,127.887
66,4233769,0.75,0.727,-4.21,0,0.142,0.0189,0,0.266,0.359,129.993
66,2517520,0.454,0.636,-4.731,1,0.0273,0.00228,0,0.154,0.313,87.89
66,3557014,0.422,0.736,-4.426,0,0.049,0.203,0,0.102,0.303,129.278
66,2523359,0.713,0.469,-7.778,0,0.0436,0.415,0,0.0999,0.369,127.837
66,2523359,0.663,0.777,-4.954,0,0.109,0.277,0,0.0466,0.758,92.68
66,2485937,0.739,0.536,-6.501,1,0.0587,0.00368,0,0.0968,0.193,122.022
66,2517520,0.415,0.913,-5.361,1,0.0482,0.000543,3.02E-05,0.284,0.427,164.289
66,1892790,0.652,0.627,-7.313,1,0.0894,0.436,8.11E-06,0.0674,0.315,137.867
66,999243,0.607,0.536,-7.306,1,0.0305,0.386,0,0.102,0.434,147.986
66,2606943,0.607,0.599,-6.886,1,0.0995,0.33,0,0.199,0.562,86.491
66,1929779,0.675,0.602,-4.688,1,0.0596,0.0034,1.28E-05,0.199,0.092,159.994
66,1233460,0.447,0.848,-6.175,1,0.222,0.033,7.46E-05,0.65,0.485,172.253
66,4233769,0.825,0.856,-1.912,1,0.0476,0.00851,1.4E-06,0.127,0.207,128.016
66,3436185,0.697,0.775,-6.664,1,0.083,0.0318,0,0.232,0.826,113.886
66,2611403,0.882,0.53,-5.771,0,0.0379,0.0187,0,0.097,0.256,99.015
66,3004095,0.882,0.53,-5.771,0,0.0379,0.0187,0,0.097,0.256,99.015
66,4233769,0.876,0.984,-2.018,0,0.274,0.233,0,0.0505,0.642,99.976
66,1929779,0.676,0.913,-5.198,0,0.109,0.00103,3.54E-06,0.224,0.39,94.994
66,1998095,0.457,0.823,-4.76,1,0.311,0.00144,0,0.108,0.578,192.205
66,2664516,0.614,0.857,-4.171,0,0.111,0.0987,0,0.177,0.677,164.146
66,485275,0.45,0.329,-12.603,0,0.0441,0.818,0.00109,0.135,0.266,71.884
66,1453130,0.836,0.661,-6.502,0,0.338,0.0208,0,0.449,0.753,76.71
66,2278792,0.943,0.528,-8.631,1,0.299,0.00291,0,0.0858,0.608,97.542
66,538205,0.545,0.82,-4.489,1,0.275,0.0951,0,0.29,0.357,141.908
66,881950,0.777,0.414,-7.44,0,0.0946,0.00421,2.73E-05,0.0724,0.287,100.002
66,3004095,0.775,0.496,-5.652,1,0.0354,0.0393,0,0.526,0.204,95.072
66,1607306,0.564,0.717,-6.403,0,0.397,0.097,0,0.493,0.423,117.489
66,1929779,0.553,0.472,-12.819,1,0.501,0.0117,0,0.398,0.652,146.841
66,1929779,0.666,0.87,-5.004,0,0.246,0.203,0,0.0851,0.9,160.014
66,1929779,0.591,0.91,-4.593,1,0.0882,0.00492,0,0.0525,0.655,135.024
66,3436185,0.693,0.808,-6.231,0,0.093,0.0506,1.18E-06,0.578,0.547,127.945
66,888708,0.877,0.885,-4.966,1,0.17,0.007,0.000497,0.557,0.517,102.507
66,1929779,0.731,0.807,-6.492,0,0.1,0.181,0.751,0.319,0.765,114.759
66,2517520,0.518,0.916,-3.858,1,0.0454,0.000148,0,0.291,0.646,109.864
66,1035765,0.521,0.57,-5.567,1,0.0245,0.0254,1.17E-06,0.0757,0.608,169.995
66,1823737,0.681,0.715,-10.609,0,0.0912,0.812,9.43E-06,0.0777,0.957,152.132
66,2523359,0.465,0.494,-6.813,0,0.0364,0.837,0,0.434,0.456,123.24
66,3557014,0.642,0.742,-3.614,0,0.0429,0.0832,0,0.0887,0.407,78.858
66,2606943,0.724,0.87,-3.614,0,0.113,0.00453,0,0.833,0.81,93.01
66,2338393,0.735,0.478,-12.472,1,0.0293,0.189,2.48E-06,0.355,0.947,107.682
66,999243,0.403,0.516,-7.983,1,0.0343,0.449,1.26E-05,0.0937,0.428,170.015
66,842996,0.771,0.72,-5.671,1,0.103,0.258,0,0.137,0.794,103.092
66,2567399,0.559,0.812,-5.347,1,0.0371,0.0323,0,0.195,0.472,127.911
66,2278792,0.938,0.638,-4.713,1,0.189,0.0167,0,0.111,0.313,97.075
66,999243,0.517,0.776,-5.271,1,0.0362,0.0144,0,0.113,0.448,96.002
66,1897831,0.604,0.868,-3.539,1,0.0445,0.086,0,0.0502,0.553,94.057
66,3436185,0.72,0.87,-5.155,0,0.142,0.0682,0,0.144,0.802,160.039
66,2606943,0.585,0.62,-8.429,0,0.193,0.37,0,0.123,0.301,150.006
66,1433321,0.597,0.721,-6.422,1,0.0356,0.0362,0,0.0832,0.437,132.054
66,2664516,0.607,0.733,-4.13,0,0.0312,0.000486,1.59E-06,0.313,0.57,140.097
66,151440,0.775,0.641,-6.718,1,0.038,0.0327,0,0.18,0.305,119.974
66,2523359,0.818,0.735,-5.95,1,0.076,0.116,0,0.285,0.502,98.386
66,2611403,0.742,0.595,-7.51,1,0.107,0.15,0,0.111,0.431,101.013
66,441810,0.637,0.853,-4.664,1,0.109,0.216,0,0.0357,0.861,93.87
66,2523359,0.866,0.619,-4.774,0,0.19,0.0202,0,0.0371,0.733,82.05
66,441810,0.554,0.722,-6.005,1,0.034,0.119,0,0.0861,0.558,134.058
66,2567399,0.553,0.747,-5.432,1,0.0279,0.106,0,0.154,0.521,90.012
66,1433321,0.652,0.719,-7.251,1,0.033,0.0353,0,0.108,0.24,94.969
66,2606943,0.614,0.786,-5.785,0,0.0277,0.0083,0,0.359,0.365,136.033
66,1897831,0.475,0.936,-2.545,1,0.0413,0.0418,0,0.0873,0.598,151.988
66,1897831,0.51,0.838,-2.702,1,0.0469,0.396,0,0.195,0.574,145.922
66,1897831,0.672,0.934,-3.322,1,0.0333,0.0956,0,0.109,0.948,129.123
66,1233460,0.68,0.885,-4.36,1,0.0382,0.00557,0.000704,0.377,0.879,144.998
66,1607306,0.674,0.485,-12.443,1,0.32,0.00717,0,0.106,0.527,85.265
66,1897831,0.646,0.761,-3.991,1,0.0267,0.221,0,0.109,0.336,108.999
66,151440,0.822,0.739,-4.541,0,0.0311,0.0264,4.26E-05,0.181,0.745,118.992
66,999243,0.638,0.367,-7.906,1,0.0266,0.84,0,0.0999,0.219,71.957
66,1509711,0.451,0.24,-14.014,1,0.0351,0.912,2.45E-06,0.175,0.701,134.009
66,2278792,0.895,0.469,-5.882,1,0.0661,0.0012,4.56E-05,0.192,0.076,126.917
66,3557014,0.806,0.721,-5.167,0,0.215,0.197,0,0.209,0.781,94.967
66,4233769,0.607,0.807,-6.548,0,0.126,0.0067,1.18E-06,0.251,0.565,128.046
66,3004095,0.706,0.912,-4.44,0,0.0565,0.0195,0,0.232,0.925,128.004
66,2606943,0.655,0.835,-3.451,1,0.059,0.0459,0,0.409,0.165,91.035
66,2523359,0.551,0.583,-6.473,1,0.159,0.539,0,0.365,0.419,107.424
66,3004095,0.884,0.765,-3.865,1,0.0882,0.063,7.04E-06,0.118,0.594,99.987
66,1998095,0.523,0.742,-5.495,0,0.227,0.0697,0,0.102,0.353,83.066
66,2747430,0.606,0.804,-4.386,0,0.0416,0.153,0,0.117,0.653,140.496
66,1142796,0.445,0.662,-4.802,0,0.181,0.0164,0,0.219,0.479,200.04
66,999243,0.582,0.568,-6.051,1,0.0297,0.196,0,0.0841,0.64,76.025
66,1607306,0.273,0.762,-6.277,0,0.266,0.0728,0,0.143,0.409,81.101
66,1897831,0.599,0.807,-4.679,1,0.0402,0.202,0,0.196,0.812,172.017
66,668522,0.778,0.695,-6.865,0,0.0913,0.175,0,0.15,0.472,149.996
66,2664516,0.619,0.931,-3.44,0,0.068,0.00456,0,0.0996,0.82,129.957
66,1897831,0.537,0.257,-10.447,1,0.0344,0.952,3.89E-05,0.0899,0.169,127.981
66,2567399,0.606,0.497,-5.005,1,0.0278,0.361,0,0.106,0.18,125.059
66,1607306,0.744,0.697,-5.063,0,0.197,0.0106,0,0.0842,0.767,149.28
66,1233460,0.835,0.699,-5.405,0,0.277,0.00671,0,0.195,0.547,154.981
66,3004095,0.762,0.611,-5.462,0,0.0876,0.122,0.000315,0.141,0.386,99.934
66,2567399,0.62,0.921,-1.909,1,0.0287,0.244,0,0.358,0.563,97.991
66,2567399,0.548,0.673,-5.29,1,0.0268,0.0158,0,0.0794,0.652,81.947
66,4233769,0.6,0.877,-4.351,1,0.165,0.00213,0,0.413,0.55,133.998
66,1035765,0.734,0.482,-9.635,1,0.0461,0.177,0.149,0.127,0.559,103.412
66,1998095,0.632,0.639,-5.938,1,0.0259,0.00143,0,0.221,0.733,95.506
66,3557014,0.769,0.77,-4.658,0,0.327,0.0863,0,0.0534,0.385,96.96
66,2606943,0.657,0.584,-5.532,1,0.128,0.254,0,0.221,0.487,139.702
66,409424,0.864,0.495,-7.036,1,0.037,0.591,0.000133,0.0992,0.72,129.062
66,2362963,0.864,0.495,-7.036,1,0.037,0.591,0.000133,0.0992,0.72,129.062
66,1509711,0.469,0.196,-16.093,1,0.0571,0.882,0,0.0513,0.537,130.036
66,1607306,0.472,0.79,-5.975,0,0.325,0.00575,0,0.0561,0.713,96.249
66,605243,0.611,0.886,-4.673,1,0.0343,0.0551,1.1E-06,0.247,0.27,112.988
66,2606943,0.558,0.614,-6.345,1,0.35,0.142,0,0.0839,0.688,100.131
66,3004095,0.711,0.508,-7.299,1,0.0502,0.0355,0,0.141,0.663,98.098
66,2778478,0.764,0.805,-3.814,0,0.0294,0.0385,0,0.163,0.646,130.097
66,2523359,0.537,0.572,-8.168,1,0.263,0.198,0,0.0962,0.452,141.983
66,2067222,0.319,0.21,-15.231,1,0.0341,0.92,8.06E-05,0.138,0.209,78.696
66,3004095,0.78,0.581,-6.996,0,0.17,0.00497,0,0.215,0.693,102.87
66,999243,0.566,0.765,-6.337,1,0.0439,0.0248,0,0.0783,0.604,156.036
66,1892790,0.587,0.943,-3.277,1,0.0346,0.157,0,0.248,0.747,103.013
66,3004095,0.696,0.801,-5.641,0,0.0952,0.0469,0,0.502,0.536,93.003
66,1929779,0.588,0.877,-4.78,1,0.16,0.00952,0,0.171,0.645,155.165
66,563766,0.655,0.768,-5.616,1,0.0365,0.385,0.000257,0.0733,0.431,92.021
66,2606943,0.664,0.909,-3.552,0,0.22,0.444,0,0.525,0.557,93.977
66,1897831,0.634,0.808,-4.12,1,0.0517,0.192,0,0.0898,0.937,82.016
66,3557014,0.888,0.833,-4.381,0,0.0912,0.256,0.00159,0.485,0.962,121.002
66,1897831,0.487,0.653,-5.393,1,0.0522,0.109,5.15E-06,0.112,0.319,159.42
66,1897831,0.527,0.902,-5.352,1,0.0601,0.344,4.63E-05,0.0669,0.709,181.964
66,1897831,0.476,0.991,-3.458,1,0.052,0.0446,0.00574,0.128,0.453,111.03
66,1892790,0.692,0.822,-4.315,1,0.0349,0.00192,0.00206,0.0819,0.856,120.741
66,1892790,0.632,0.465,-8.459,1,0.0293,0.302,5.7E-06,0.0929,0.305,96.001
66,3557014,0.681,0.666,-4.984,0,0.0491,0.578,0,0.26,0.732,111.401
66,1433321,0.573,0.747,-6.46,1,0.0319,0.519,1.13E-06,0.0867,0.645,79.952
66,3557014,0.436,0.533,-4.266,0,0.0472,0.265,0,0.332,0.366,130.768
66,1035765,0.829,0.755,-6.588,1,0.11,0.338,0,0.0496,0.962,116.455
66,2567399,0.651,0.699,-5.006,1,0.0265,0.213,0.000265,0.12,0.36,141.938
66,3004095,0.797,0.469,-8.112,1,0.0646,0.0599,0,0.0753,0.481,103.057
66,2517520,0.465,0.954,-4.251,1,0.044,0.000346,5.38E-06,0.573,0.458,143.85
66,441810,0.458,0.897,-4.879,1,0.0402,0.0183,0,0.174,0.728,160.131
66,1563740,0.501,0.791,-4.996,1,0.032,0.00658,0,0.109,0.461,108.181
66,441810,0.503,0.789,-4.619,1,0.0411,0.137,0,0.143,0.586,152.028
66,2523359,0.65,0.813,-4.673,1,0.112,0.228,0,0.18,0.576,136.796
66,1929779,0.65,0.813,-4.673,1,0.112,0.228,0,0.18,0.576,136.796
66,1897831,0.654,0.749,-5.383,0,0.0257,0.00195,0,0.0956,0.774,108.004
66,2606943,0.789,0.55,-7.423,0,0.0473,0.174,0,0.0614,0.696,172.049
66,1328534,0.666,0.81,-4.574,1,0.0458,0.152,0,0.0613,0.811,99.023
66,2611403,0.697,0.88,-3.839,0,0.0445,0.213,3.32E-05,0.0766,0.654,140.095
66,605243,0.516,0.745,-8.352,1,0.0774,0.564,0,0.275,0.826,186.006
66,2523359,0.328,0.447,-5.647,1,0.0515,0.498,0,0.174,0.404,180.336
66,2747430,0.656,0.696,-5.917,1,0.0261,0.0134,0,0.0753,0.966,108.015
66,1319530,0.773,0.758,-4.993,1,0.0381,0.0422,0,0.305,0.925,144.033
66,3518174,0.672,0.738,-7.045,1,0.0506,0.0178,6.75E-05,0.0927,0.392,107.938
66,2567399,0.489,0.647,-3.424,1,0.027,0.205,0,0.0504,0.436,167.792
66,88168,0.8,0.585,-7.343,1,0.0924,0.264,0,0.153,0.779,126.058
66,2517520,0.718,0.691,-6.44,1,0.0387,0.0159,0,0.0627,0.552,100.008
66,2362963,0.597,0.873,-6.114,1,0.0368,0.194,0.0205,0.16,0.643,138.892
66,4233769,0.615,0.913,-5.077,0,0.0816,0.178,0,0.0773,0.45,129.944
66,3557014,0.711,0.761,-3.04,1,0.225,0.067,0,0.041,0.718,95.824
66,2664516,0.541,0.91,-4.725,1,0.052,0.000927,0,0.146,0.351,143.022
66,1233460,0.685,0.936,-7.857,0,0.111,0.0751,0.0506,0.191,0.537,124.4
66,2463457,0.412,0.944,-2.896,1,0.0448,0.0724,0.000493,0.801,0.79,123.091
66,2523359,0.939,0.501,-5.476,0,0.0893,0.0297,0,0.214,0.763,120.045
66,2118684,0.453,0.538,-8.212,1,0.0638,0.449,0,0.19,0.516,122.973
66,1607306,0.855,0.739,-6.892,1,0.158,0.0172,0,0.15,0.606,103.808
66,999243,0.626,0.707,-5.755,0,0.0425,0.0169,0,0.0772,0.653,88.543
66,858802,0.655,0.819,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956
66,1328534,0.67,0.909,-4.95,0,0.067,0.0365,0.00407,0.11,0.544,124.461
66,1867881,0.77,0.587,-5.99,0,0.265,0.0268,0,0.0621,0.574,92.009
66,3518174,0.378,0.638,-5.576,1,0.075,0.02,7.66E-05,0.0849,0.735,184.086
66,563766,0.612,0.921,-2.882,1,0.085,0.0183,0,0.0576,0.446,139.988
66,3557014,0.64,0.624,-5.831,0,0.152,0.0177,0,0.296,0.464,86.802
66,2567399,0.67,0.72,-3.073,1,0.0291,0.12,0,0.0694,0.805,127.001
66,842996,0.815,0.724,-5.658,1,0.0712,0.0385,0,0.334,0.366,97.957
66,605243,0.433,0.72,-1.912,1,0.0312,0.286,0,0.0936,0.274,139.765
66,151440,0.743,0.948,-4.445,0,0.0893,0.122,0,0.112,0.614,130.024
66,1897831,0.576,0.865,-3.288,1,0.0407,0.0343,5.32E-05,0.252,0.535,119.913
66,1607306,0.511,0.719,-6.261,1,0.117,0.198,0,0.545,0.61,77.481
66,2567399,0.677,0.919,-3.009,1,0.0344,0.054,1.48E-06,0.113,0.902,120.961
66,842996,0.882,0.699,-5.572,1,0.249,0.0196,0,0.0469,0.42,145.008
66,3518174,0.388,0.694,-5.769,1,0.0735,0.118,0.000293,0.082,0.365,145.434
66,2567399,0.716,0.72,-2.183,1,0.0319,0.307,0,0.135,0.464,122.512
66,1035765,0.519,0.553,-4.702,1,0.0264,0.543,0,0.139,0.251,140.164
66,1929779,0.642,0.941,-5.082,0,0.322,0.0945,1.41E-05,0.249,0.611,197.683
66,3004095,0.642,0.909,-2.546,1,0.112,0.16,0,0.0651,0.938,140.021
66,2606943,0.713,0.91,-5.586,0,0.282,0.34,0,0.304,0.51,83.028
66,2606943,0.513,0.485,-10.481,1,0.175,0.00199,4.58E-06,0.177,0.527,105.613
66,842996,0.858,0.484,-7.448,0,0.277,0.0241,1.8E-06,0.123,0.329,99.992
66,1035765,0.579,0.913,-4.009,1,0.0614,0.0159,3.72E-05,0.117,0.912,192.062
66,1328534,0.671,0.82,-5.796,1,0.048,0.0194,0.0133,0.361,0.685,122.361
66,1998095,0.661,0.847,-6.948,1,0.0404,0.419,8.82E-05,0.107,0.522,134.002
66,842996,0.857,0.751,-7.086,1,0.323,0.00642,0.000257,0.104,0.293,106.888
66,1607306,0.546,0.795,-5.825,0,0.444,0.253,0,0.0775,0.572,93.221
66,2567399,0.769,0.678,-3.725,1,0.0315,0.427,8.04E-06,0.0939,0.581,106.951
66,3057359,0.539,0.869,-5.341,1,0.0471,0.00463,0,0.324,0.362,143.987
66,1897831,0.581,0.441,-6.829,1,0.0268,0.77,2.75E-05,0.111,0.337,82.125
66,605243,0.612,0.799,-4.603,1,0.0275,0.00898,0,0.172,0.687,125.976
65,2659779,0.532,0.492,-9.255,1,0.0312,0.676,6.12E-05,0.086,0.366,79.242
65,2011436,0.492,0.275,-13.4,0,0.3,0.687,0,0.101,0.18,92.6
65,261591,0.571,0.591,-6.37,1,0.0345,0.297,0,0.105,0.373,130.002
65,1612713,0.486,0.589,-5.805,0,0.0385,0.462,0,0.109,0.331,170.049
65,4295254,0.885,0.615,-6.714,1,0.123,0.146,0,0.0651,0.598,97.999
65,2659779,0.487,0.938,-5.466,1,0.0533,0.0721,2.63E-05,0.522,0.733,157.795
65,1869225,0.572,0.822,-6.015,0,0.361,0.207,0,0.359,0.472,94.812
65,4295254,0.882,0.699,-5.572,1,0.249,0.0196,0,0.0469,0.42,145.008
65,1612713,0.343,0.594,-4.876,1,0.0344,0.128,0,0.128,0.425,120.998
65,1906618,0.731,0.572,-7.889,0,0.0445,0.105,0.00012,0.133,0.947,154.038
65,1612713,0.621,0.644,-5.624,1,0.115,0.0466,0,0.55,0.526,168.012
65,2659779,0.545,0.522,-9.241,1,0.0341,0.422,0,0.119,0.446,164.869
65,9131234,0.513,0.496,-6.049,1,0.0511,0.46,0,0.106,0.676,113.072
65,1869225,0.701,0.781,-8.493,1,0.134,0.0908,1.75E-06,0.358,0.459,86.006
65,2659779,0.623,0.79,-6.316,1,0.0283,0.0312,3.77E-05,0.106,0.718,94.433
65,4295254,0.817,0.646,-5.12,0,0.249,0.0152,0,0.125,0.835,162.898
65,129764,0.621,0.31,-10.164,0,0.0283,0.945,6.12E-05,0.117,0.125,111.893
65,1906618,0.339,0.303,-9.209,1,0.0286,0.935,7.39E-05,0.128,0.3,77.366
65,1229717,0.521,0.848,-3.396,1,0.065,0.0204,1.21E-05,0.081,0.297,158.739
65,1906618,0.551,0.836,-3.838,0,0.0524,0.00502,2.1E-05,0.0425,0.758,185.063
65,1776747,0.537,0.784,-4.869,1,0.034,0.0979,0,0.224,0.468,137.995
65,2659779,0.56,0.965,-3.67,1,0.0472,0.0325,0.000984,0.43,0.771,113.633
65,2339581,0.618,0.675,-5.723,1,0.0679,0.000892,0.216,0.133,0.354,129.983
65,4295254,0.647,0.767,-6.497,1,0.203,0.00417,0,0.103,0.537,157.925
65,9131234,0.432,0.656,-4.669,0,0.428,0.0488,0,0.256,0.66,199.246
65,4295254,0.835,0.659,-5.696,1,0.31,0.0123,0,0.372,0.579,129.93
65,1869225,0.652,0.809,-5.276,1,0.17,0.164,0,0.175,0.512,94.786
65,4295254,0.715,0.809,-5.598,1,0.205,0.0607,0,0.352,0.636,76.493
65,7994695,0.933,0.488,-9.327,0,0.149,0.0106,0.00107,0.0958,0.21,142.064
65,2659779,0.507,0.669,-5.104,1,0.0275,0.126,0.000263,0.111,0.484,88.525
65,9131234,0.636,0.763,-5.588,1,0.035,0.0773,2.65E-05,0.174,0.756,107.26
65,643350,0.6,0.688,-8.339,0,0.201,0.159,1.29E-05,0.409,0.0793,99.977
65,488969,0.633,0.976,-5.362,1,0.0519,0.00281,1.29E-05,0.382,0.493,142.027
65,224626,0.829,0.886,-1.746,1,0.112,0.259,0,0.0559,0.777,115.056
65,2659779,0.562,0.825,-5.794,1,0.0269,0.00493,0.000629,0.57,0.694,97.54
65,1776747,0.626,0.805,-5.81,1,0.0449,0.0126,0,0.156,0.882,116.03
65,2011436,0.407,0.416,-8.915,0,0.174,0.656,0,0.0981,0.246,176.947
65,720223,0.621,0.601,-5.616,0,0.148,0.0522,0,0.46,0.457,116.735
65,1776747,0.668,0.781,-6.151,1,0.0267,0.0191,0,0.113,0.695,105.945
65,1037139,0.72,0.791,-4.689,1,0.124,0.0384,0,0.157,0.756,102.071
65,261591,0.693,0.729,-2.99,1,0.378,0.171,0,0.07,0.521,117.848
65,7994695,0.948,0.396,-8.08,0,0.173,0.00335,0,0.192,0.593,104.006
65,1778769,0.507,0.493,-6.676,1,0.0267,0.0397,1.32E-06,0.102,0.261,97.85
65,7994695,0.618,0.845,0.175,1,0.132,0.114,0,0.415,0.486,171.921
65,2669291,0.712,0.758,-4.835,1,0.26,0.343,0,0.141,0.903,140.02
65,1776747,0.594,0.601,-5.996,1,0.029,0.122,5.69E-06,0.181,0.531,131.931
65,1360109,0.615,0.594,-5.168,0,0.113,0.331,0,0.117,0.357,85.81
65,9131234,0.56,0.719,-6.243,0,0.109,0.0166,0,0.11,0.21,94.026
65,2659779,0.444,0.95,-6.018,1,0.0534,0.358,0.00161,0.101,0.886,176.78
65,606844,0.847,0.699,-8.286,1,0.0733,0.525,0,0.267,0.874,120.002
65,543031,0.619,0.784,-6.11,1,0.123,0.0326,2.85E-06,0.315,0.471,156.035
65,2339581,0.587,0.99,-4.496,1,0.0783,0.0172,0.000668,0.104,0.486,127.992
65,2659779,0.553,0.752,-5.888,1,0.0302,0.373,3.2E-05,0.208,0.595,141.67
65,4295254,0.791,0.634,-7.684,0,0.0639,0.00243,5.43E-05,0.0812,0.323,152.961
65,7994695,0.925,0.397,-11.265,1,0.169,0.0889,5.12E-05,0.144,0.429,130.008
65,507047,0.642,0.647,-6.312,0,0.428,0.517,0,0.0649,0.664,120.749
65,2423322,0.803,0.83,-4.636,0,0.0356,0.0144,0,0.103,0.935,111.033
65,9131234,0.589,0.611,-5.881,0,0.0459,0.0151,0,0.0757,0.121,76.006
65,1869225,0.542,0.752,-3.652,0,0.0404,0.0148,0,0.324,0.249,129.988
65,4295254,0.82,0.696,-4.918,0,0.182,0.119,0,0.232,0.617,144.981
65,1527366,0.673,0.902,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012
65,1514017,0.755,0.81,-4.061,0,0.235,0.125,0,0.382,0.297,101.93
65,592190,0.63,0.605,-8.951,1,0.0414,0.484,9.29E-05,0.298,0.266,115.277
65,606844,0.647,0.765,-6.459,1,0.06,0.111,0,0.315,0.855,79.994
65,1869225,0.445,0.928,-3.532,0,0.304,0.0746,0,0.343,0.37,107.576
65,2669291,0.506,0.716,-4.652,1,0.0383,0.0349,0,0.681,0.562,144.98
65,9131234,0.712,0.511,-5.723,1,0.0447,0.136,0,0.133,0.182,87.007
65,27298,0.671,0.939,-3.206,1,0.161,0.191,0,0.298,0.53,129.024
65,837748,0.636,0.836,-3.004,1,0.0427,0.00609,0.000157,0.0828,0.715,139.956
65,1776747,0.624,0.903,-3.046,1,0.0347,0.00824,0,0.309,0.724,116.99
65,1514017,0.735,0.494,-7.607,0,0.115,0.0108,1.05E-06,0.108,0.143,135.159
65,88555,0.746,0.848,-4.638,1,0.0331,0.15,2.18E-06,0.37,0.756,138.047
65,1869225,0.591,0.889,-3.839,1,0.115,0.0189,0,0.155,0.65,143.067
65,1869225,0.588,0.847,-4.734,0,0.0675,0.0145,0,0.436,0.38,99.058
65,2659779,0.387,0.861,-5.529,1,0.0413,0.0389,0.00047,0.1,0.482,177.94
65,575551,0.417,0.824,-7.36,0,0.105,0.000239,0.0545,0.0725,0.4,157.92
65,1612713,0.568,0.78,-5.365,1,0.0854,0.222,0,0.426,0.529,159.947
65,7994695,0.901,0.522,-8.304,1,0.33,0.0114,0,0.259,0.329,104.053
65,2659779,0.445,0.744,-7.978,1,0.0424,0.343,6.73E-05,0.167,0.48,185.199
65,1612713,0.781,0.791,-3.903,0,0.0468,0.145,0,0.127,0.902,76.998
65,71749,0.728,0.616,-4.238,1,0.0645,0.378,0,0.105,0.508,99.962
65,1906618,0.583,0.786,-3.142,0,0.0301,0.0208,0,0.188,0.573,123.055
65,4295254,0.91,0.444,-8.126,0,0.344,0.022,0,0.137,0.53,149.953
65,2659779,0.378,0.903,-4.538,1,0.0533,0.103,0.000285,0.134,0.457,115.616
65,1265777,0.546,0.613,-7.589,0,0.0264,0.418,0,0.103,0.535,79.015
65,1643545,0.623,0.938,-4.161,1,0.123,0.00296,0.000852,0.48,0.308,112.022
65,1612713,0.706,0.8,-6.333,1,0.0399,0.00584,0,0.0822,0.629,100.011
65,2659779,0.548,0.617,-7.093,1,0.0284,0.0848,5.13E-05,0.113,0.339,76.367
65,1906618,0.676,0.762,-4.172,1,0.0351,0.461,0,0.0574,0.81,119.003
65,3188210,0.843,0.48,-7.031,0,0.143,0.0468,0,0.081,0.743,122.005
65,2659779,0.493,0.643,-5.19,1,0.0299,0.512,2.43E-05,0.209,0.3,144.704
65,2659779,0.519,0.379,-9.906,1,0.0279,0.619,1.85E-06,0.108,0.208,85.929
65,2659779,0.595,0.823,-5.864,1,0.0483,0.0385,1.35E-06,0.0984,0.745,108.99
65,1514017,0.809,0.588,-5.167,1,0.0869,0.0878,7.24E-05,0.171,0.249,146.024
65,7994695,0.764,0.784,-4.003,0,0.0833,0.469,0,0.123,0.51,144.981
65,7994695,0.934,0.505,-7.648,1,0.168,0.0229,0,0.0867,0.691,139.93
65,7994695,0.936,0.523,-6.71,1,0.0597,0.239,0,0.117,0.699,119.889
65,278588,0.706,0.912,-4.44,0,0.0565,0.0195,0,0.232,0.925,128.004
65,9131234,0.7,0.701,-3.834,0,0.161,0.013,0,0.461,0.38,93.012
65,488969,0.579,0.981,-7.433,1,0.0994,0.00991,3.22E-05,0.515,0.276,142.025
65,3638665,0.76,0.888,-3.449,1,0.124,0.00307,1.49E-05,0.149,0.559,115.705
65,1869225,0.482,0.877,-3.714,0,0.374,0.0526,0,0.366,0.635,205.037
65,47653,0.723,0.777,-3.503,1,0.108,0.0426,3.68E-06,0.0451,0.961,91.017
65,507047,0.761,0.586,-5.368,1,0.359,0.0392,0,0.0558,0.719,149.804
65,2423322,0.64,0.884,-2.609,1,0.0428,0.0226,0,0.187,0.573,124.968
65,488969,0.76,0.696,-5.811,1,0.0491,0.0195,0,0.278,0.903,127.029
65,1776747,0.542,0.859,-5.137,1,0.0424,0.0873,0,0.145,0.637,140.9
65,1360109,0.712,0.703,-6.174,0,0.199,0.0287,0,0.13,0.452,89.024
65,3188210,0.656,0.578,-8.97,0,0.0922,0.235,0,0.118,0.556,94.514
65,2659779,0.563,0.847,-4.493,1,0.0468,0.0891,0,0.121,0.666,96.06
65,1241073,0.576,0.823,-4.285,1,0.0544,0.0263,3.69E-05,0.131,0.594,127.971
65,1776747,0.555,0.862,-3.866,1,0.0379,0.0252,0,0.0559,0.692,98.036
65,1776747,0.577,0.761,-5.34,1,0.0358,0.0377,0,0.116,0.599,104.991
65,9131234,0.654,0.623,-5.273,0,0.082,0.253,0,0.144,0.401,123.996
65,3188210,0.509,0.72,-6.935,1,0.0682,0.196,0,0.284,0.505,130.063
65,1776747,0.497,0.932,-5.029,1,0.0527,0.0678,2.5E-06,0.116,0.774,157.884
65,1869225,0.592,0.826,-4.939,1,0.154,0.255,0,0.5,0.498,113.504
65,1776747,0.488,0.744,-4.284,0,0.131,0.0353,0,0.0952,0.59,180.007
65,4295254,0.875,0.531,-6.046,1,0.0585,0.221,0,0.0498,0.22,103.965
